SeedPlayer,SeedRoom,UseCountFire,UseCountBeam,UseCountWave,HitCountFire,HitCountBeam,HitCountWave,HitsTaken,EnemyCountFire,EnemyCountBeam,EnemyCountWave,ObstacleCountFire,ObstacleCountBeam,ObstacleCountWave,EnemyAttackCount,GroundTruth,Classification
0,0,81,30,674,51,12,576,21,0,0,5,1,2,7,0,1,1
0,0,81,30,712,51,12,610,21,2,1,2,0,1,9,0,1,1
0,0,82,30,746,52,12,642,22,1,0,4,0,1,9,0,1,1
0,0,94,30,791,60,12,679,22,1,2,2,1,0,9,0,1,1
0,0,94,30,819,60,12,702,23,0,0,5,1,0,9,0,1,1
0,0,98,30,846,62,12,728,23,0,2,3,0,0,10,0,1,1
0,0,102,30,871,65,12,748,23,1,0,4,0,0,10,0,1,1
0,0,105,30,901,66,12,775,25,0,1,4,1,1,8,0,1,1
0,0,106,30,926,67,12,795,25,0,1,4,1,1,8,0,1,1
0,0,106,30,963,67,12,832,25,2,0,3,1,0,9,0,1,1
0,0,109,30,1000,68,12,859,26,1,1,3,1,1,8,0,1,1
0,0,116,30,1036,72,12,889,26,1,1,3,1,1,8,0,1,1
0,0,7,7,0,0,4,0,0,1,0,0,1,0,2,0,0,1
0,0,10,7,5,1,4,5,1,0,1,0,0,1,2,0,1,1
0,0,15,7,18,2,4,14,2,0,1,1,0,1,3,0,1,1
0,0,22,7,18,9,4,14,2,0,2,0,0,0,4,0,1,1
0,0,34,7,30,13,4,24,2,1,1,0,0,0,4,0,1,1
0,0,34,7,49,13,4,36,3,0,0,2,1,1,2,0,1,1
0,0,37,7,59,14,4,44,4,0,1,1,1,0,3,0,1,1
0,0,42,7,89,15,4,68,4,1,0,2,1,0,4,0,0,1
0,0,42,7,104,15,4,79,5,0,0,3,2,0,3,0,1,1
0,0,42,7,136,15,4,103,6,2,0,1,0,0,5,0,0,1
0,0,45,7,152,17,4,116,6,0,0,3,0,1,5,0,1,1
0,0,45,7,173,17,4,131,7,0,0,3,1,0,5,0,1,1
0,0,45,7,196,17,4,145,7,0,0,3,1,0,5,0,1,1
0,0,52,7,217,21,4,160,7,1,1,1,0,0,6,0,0,1
0,0,58,7,245,22,4,181,9,1,0,2,0,1,5,0,0,1
0,0,64,7,269,24,4,202,10,0,1,2,0,0,6,0,0,1
0,0,64,7,295,24,4,218,12,0,0,3,0,1,5,0,1,1
0,0,64,7,323,24,4,239,13,1,0,2,0,0,6,0,0,1
0,0,66,7,336,25,4,249,15,0,0,3,1,0,5,0,1,1
0,0,66,7,360,25,4,266,16,0,0,3,0,0,6,0,1,1
0,0,66,7,399,25,4,298,17,1,1,1,0,0,6,0,0,1
0,0,66,7,422,25,4,317,17,1,0,2,0,0,6,0,0,1
0,0,72,7,449,27,4,340,17,1,0,3,0,0,8,0,0,1
0,0,72,7,483,27,4,365,17,0,1,3,1,0,7,0,1,1
0,0,72,7,511,27,4,387,18,1,0,3,0,1,7,0,0,1
0,0,72,7,541,27,4,406,19,0,0,4,2,1,5,0,1,1
0,0,72,7,574,27,4,434,19,0,2,2,0,0,8,0,1,1
0,0,78,7,611,28,4,455,20,0,0,4,0,1,7,0,1,1
0,0,78,7,638,28,4,477,20,0,1,3,0,1,7,0,1,1
0,0,78,7,670,28,4,498,21,0,0,4,0,1,7,0,1,1
0,0,78,7,697,28,4,520,22,0,1,3,2,0,6,0,1,1
0,0,78,7,729,28,4,543,22,1,1,2,0,0,8,0,0,1
0,0,81,7,763,29,4,569,24,0,1,4,6,2,2,0,1,1
0,0,81,7,803,29,4,602,24,1,1,3,0,1,9,0,0,1
0,0,81,7,835,29,4,627,25,1,0,4,0,2,8,0,0,1
0,0,81,7,895,29,4,667,25,2,2,1,0,0,10,0,0,1
0,0,81,7,938,29,4,700,25,2,0,3,0,1,9,0,0,1
0,0,81,7,978,29,4,732,25,0,1,4,1,1,8,0,0,1
0,0,81,53,1009,29,15,754,26,2,0,3,0,2,8,0,0,1
0,0,81,53,1045,29,15,784,26,0,1,4,2,1,7,0,1,1
0,0,81,60,1088,29,17,815,27,1,1,3,0,0,10,0,0,1
0,0,81,77,1113,29,21,836,27,2,1,2,0,0,10,0,0,1
0,0,81,77,1165,29,21,874,28,1,1,3,0,1,9,0,0,1
0,0,82,77,1209,29,21,913,29,1,1,3,1,1,8,0,0,1
0,0,82,77,1268,29,21,947,29,2,1,2,0,1,9,0,0,1
0,0,84,77,1304,31,21,976,30,0,1,4,0,1,9,0,1,1
0,0,84,77,1350,31,21,1005,30,1,0,4,1,2,7,0,0,1
0,0,84,77,1389,31,21,1036,31,1,1,3,1,1,8,0,0,1
0,0,84,77,1433,31,21,1064,32,1,0,4,1,0,9,0,0,1
0,0,25,128,0,8,0,0,4,0,1,0,1,1,1,0,0,1
0,0,42,166,0,17,0,0,4,0,1,0,0,3,0,0,0,1
0,0,46,166,72,17,0,19,4,0,1,1,0,4,0,0,1,1
0,0,63,211,72,25,0,19,4,0,2,0,3,0,1,0,0,1
0,0,77,268,72,27,18,19,5,0,0,2,4,0,0,0,1,1
0,0,77,298,95,27,21,33,5,1,0,1,3,0,1,0,1,1
0,0,77,349,103,27,28,35,5,2,0,0,2,0,2,0,0,1
0,0,77,457,133,27,43,51,7,0,1,2,0,5,0,0,1,1
0,0,77,467,154,27,43,68,8,0,1,2,3,1,1,0,1,1
0,0,77,484,252,27,44,115,14,1,0,2,1,0,4,0,0,1
0,0,77,525,274,27,47,130,14,1,0,2,1,0,4,0,1,1
0,0,77,546,289,27,52,143,15,0,0,3,2,0,3,0,0,1
0,0,77,624,318,27,56,163,15,1,1,1,0,0,6,0,0,1
0,0,77,629,339,27,56,176,16,0,0,3,1,1,4,0,1,1
0,0,77,644,371,27,56,196,17,0,1,2,2,0,4,0,1,1
0,0,77,696,415,27,60,224,18,0,1,2,0,0,6,0,1,1
0,0,77,696,448,27,60,239,19,0,0,3,0,0,6,0,1,1
0,0,77,696,474,27,60,254,19,0,0,3,1,1,4,0,1,1
0,0,77,702,499,27,62,272,20,1,0,2,0,0,6,0,0,1
0,0,77,743,518,27,64,283,20,0,0,3,1,1,4,0,1,1
0,0,77,774,548,27,67,305,21,1,1,1,0,0,6,0,1,1
0,0,77,794,571,27,75,318,22,0,0,3,1,1,4,0,1,1
0,0,77,806,607,27,77,338,22,1,1,1,0,0,6,0,0,1
0,0,77,808,638,27,77,351,23,0,0,4,1,1,6,0,1,1
0,0,77,814,671,27,77,379,23,0,1,3,2,0,6,0,1,1
0,0,77,826,694,27,82,395,25,1,0,3,1,0,7,0,1,1
0,0,77,826,734,27,82,423,27,0,1,3,2,0,6,0,1,1
0,0,77,826,748,27,82,435,28,0,0,4,0,0,8,0,1,1
0,0,77,826,771,27,82,452,29,0,1,3,0,1,7,0,1,1
0,0,77,838,826,27,83,489,32,0,1,3,1,0,7,0,1,1
0,0,77,914,838,27,106,500,33,1,0,3,0,0,8,0,1,1
0,0,116,914,860,40,106,512,37,0,1,3,1,1,6,0,1,1
0,0,116,914,900,40,106,539,38,0,1,3,1,1,6,0,1,1
0,0,116,914,930,40,106,563,38,0,1,3,1,1,6,0,1,1
0,0,116,914,980,40,106,593,39,0,1,3,0,0,8,0,1,1
0,0,116,914,1018,40,106,613,40,0,0,4,2,0,6,0,1,1
0,0,116,914,1068,40,106,645,41,0,1,3,0,0,8,0,1,1
0,0,116,929,1115,40,110,669,42,1,1,2,1,0,7,0,1,1
0,0,116,929,1151,40,110,689,43,0,1,3,0,1,7,0,1,1
0,0,116,929,1175,40,110,706,44,0,0,4,2,1,5,0,1,1
0,0,116,929,1206,40,110,728,44,0,0,4,1,1,6,0,1,1
0,0,116,929,1254,40,110,761,46,0,0,4,1,2,5,0,1,1
0,0,116,929,1279,40,110,782,46,0,0,4,0,1,7,0,1,1
0,0,116,929,1300,40,110,799,47,0,0,4,2,0,6,0,1,1
0,0,116,929,1332,40,110,816,48,0,0,4,0,1,7,0,1,1
0,0,116,929,1350,40,110,829,48,0,0,4,1,1,6,0,1,1
0,0,116,942,1378,40,115,845,48,2,0,3,0,0,10,0,1,1
0,0,116,963,1414,40,119,867,49,0,0,5,2,2,6,0,1,1
0,0,116,1089,1420,40,155,872,51,2,0,3,0,1,9,0,1,1
0,0,116,1122,1483,40,174,910,54,1,0,4,1,1,8,0,1,1
0,0,116,1122,1515,40,174,929,55,0,0,5,0,0,10,0,1,1
0,0,0,8,0,0,4,0,0,1,0,0,1,0,2,0,1,1
0,0,0,49,2,0,8,0,0,1,0,0,1,2,0,0,1,1
0,0,0,85,43,0,8,25,0,0,2,0,0,4,0,0,0,1
0,0,0,85,61,0,8,41,0,0,2,0,0,4,0,0,1,1
0,0,0,85,103,0,8,54,1,0,0,2,0,1,3,0,1,1
0,0,0,85,122,0,8,65,2,0,0,2,0,1,3,0,0,1
0,0,0,107,137,0,10,77,3,0,0,2,0,1,3,0,1,1
0,0,0,107,170,0,10,93,4,0,0,3,0,0,5,0,1,1
0,0,0,107,198,0,10,108,6,0,0,3,0,0,5,0,1,1
0,0,0,107,222,0,10,123,6,0,0,3,0,0,5,0,1,1
0,0,0,107,270,0,10,145,7,0,1,2,1,0,5,0,1,1
0,0,0,107,295,0,10,166,7,0,1,2,0,0,6,0,1,1
0,0,0,107,322,0,10,185,7,0,1,2,1,0,5,0,1,1
0,0,0,107,341,0,10,199,7,0,0,3,0,1,5,0,0,1
0,0,0,107,373,0,10,220,7,0,1,2,0,0,6,0,1,1
0,0,0,107,393,0,10,235,7,0,1,2,1,0,5,0,1,1
0,0,0,111,436,0,11,266,8,1,1,1,0,0,6,0,1,1
0,0,0,122,453,0,13,278,8,1,0,2,0,0,6,0,1,1
0,0,0,142,484,0,15,300,9,1,0,3,0,1,7,0,0,1
0,0,0,198,549,0,26,341,12,1,2,1,8,0,0,0,1,1
0,0,21,280,549,2,58,341,15,1,0,3,0,1,7,0,0,1
0,0,21,295,599,2,58,367,18,0,0,4,0,2,6,0,1,1
0,0,21,295,628,2,58,386,18,0,0,4,0,0,8,0,0,1
0,0,21,295,667,2,58,416,19,0,2,2,1,0,7,0,1,1
0,0,21,295,696,2,58,436,19,0,2,2,1,0,7,0,1,1
0,0,21,295,726,2,58,455,19,0,0,4,0,1,7,0,1,1
0,0,21,295,756,2,58,473,19,0,1,3,1,0,7,0,1,1
0,0,21,305,788,2,61,497,19,1,1,2,0,1,7,0,1,1
0,0,21,312,834,2,62,529,19,1,1,2,0,1,7,0,1,1
0,0,21,326,858,2,65,549,19,0,1,3,1,1,6,0,1,1
0,0,21,326,889,2,65,574,19,0,1,3,0,0,8,0,1,1
0,0,21,355,935,2,71,594,19,0,1,4,2,0,8,0,1,1
0,0,21,355,991,2,71,633,21,1,1,3,0,0,10,0,1,1
0,0,21,359,1069,2,72,683,25,1,1,3,1,1,8,0,1,1
0,0,21,376,1114,2,72,717,25,0,1,4,0,1,9,0,1,1
0,0,21,376,1139,2,72,737,25,0,0,5,0,2,8,0,1,1
0,0,21,397,1175,2,73,760,25,1,0,4,0,0,10,0,1,1
0,0,21,418,1215,2,78,796,26,0,2,3,2,0,8,0,1,1
0,0,21,418,1249,2,78,818,26,0,0,5,1,2,7,0,1,1
0,0,21,422,1296,2,80,841,27,1,0,4,0,1,9,0,1,1
0,0,21,438,1318,2,80,861,27,0,1,4,0,1,9,0,1,1
0,0,21,438,1358,2,80,891,27,0,1,4,0,1,9,0,1,1
0,0,21,445,1396,2,80,921,28,1,1,3,0,1,9,0,1,1
0,0,21,445,1432,2,80,950,28,1,0,4,0,2,8,0,1,1
0,0,21,454,1476,2,85,976,28,2,1,2,0,0,10,0,1,1
0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,1,1
0,0,3,0,15,1,0,13,0,1,0,0,1,2,0,0,0,1
0,0,8,32,15,3,18,13,1,0,0,2,0,0,4,0,0,1
0,0,8,100,15,3,38,13,3,0,0,2,0,0,4,0,0,1
0,0,10,110,15,4,42,13,3,1,1,0,1,1,2,0,1,1
0,0,10,178,15,4,62,13,4,0,0,2,2,0,2,0,0,1
0,0,10,193,15,4,70,13,4,2,0,0,0,2,2,0,1,1
0,0,36,201,15,12,75,13,6,0,2,1,0,4,1,0,0,1
0,0,49,262,15,18,82,13,7,0,2,1,0,4,1,0,0,1
0,0,56,266,15,22,82,13,7,0,3,0,0,3,2,0,1,1
0,0,70,275,15,32,88,13,7,0,2,1,1,3,2,0,0,1
0,0,85,348,15,41,104,13,8,0,1,2,1,5,0,0,0,1
0,0,96,385,15,46,115,13,9,1,1,1,0,5,1,0,0,1
0,0,107,396,15,55,119,13,9,1,2,0,0,4,2,0,1,1
0,0,112,410,15,56,127,13,9,2,1,0,1,4,1,0,1,1
0,0,112,451,15,56,145,13,10,2,0,1,1,4,1,0,0,1
0,0,124,456,15,61,145,13,10,0,3,0,3,2,1,0,1,1
0,0,146,503,15,67,160,13,11,0,1,2,3,3,0,0,0,1
0,0,150,528,15,70,167,13,11,2,2,0,1,5,2,0,1,1
0,0,159,528,15,77,167,13,12,0,4,0,3,3,2,0,1,1
0,0,161,572,15,77,189,13,12,3,0,1,1,6,1,0,1,1
0,0,174,583,15,89,193,13,13,1,3,0,2,4,2,0,1,1
0,0,178,642,15,91,213,13,13,3,0,1,1,7,0,0,1,1
0,0,188,650,15,93,217,13,13,1,3,0,3,5,0,0,1,1
0,0,190,702,15,95,235,13,14,2,1,1,2,5,1,0,1,1
0,0,202,705,15,102,235,13,14,0,4,0,4,3,1,0,1,1
0,0,214,715,15,106,239,13,15,1,3,0,3,5,0,0,1,1
0,0,225,774,15,111,253,13,15,1,2,1,3,5,0,0,1,1
0,0,232,803,15,118,264,13,15,3,2,0,2,6,2,0,1,1
0,0,245,812,15,125,268,13,17,1,4,0,5,4,1,0,1,1
0,0,274,870,15,133,276,13,17,0,4,1,6,3,1,0,0,1
0,0,289,883,15,145,280,13,18,1,4,0,5,4,1,0,1,1
0,0,301,936,15,151,297,13,20,2,2,1,4,5,1,0,0,1
0,0,305,1031,15,155,315,13,21,2,2,1,4,5,1,0,0,1
0,0,315,1042,15,160,327,13,21,3,2,0,2,6,2,0,1,1
0,0,333,1062,15,173,341,13,23,1,4,0,5,3,2,0,1,1
0,0,346,1095,15,181,350,13,23,0,4,1,5,5,0,0,0,1
0,0,346,1153,15,181,376,13,24,4,0,1,1,9,0,0,1,1
0,0,346,1210,15,181,396,13,24,5,0,0,0,8,2,0,1,1
0,0,357,1247,15,185,409,13,26,3,2,0,3,7,0,0,1,1
0,0,371,1247,15,195,409,13,27,0,5,0,5,3,2,0,1,1
0,0,381,1275,15,203,422,13,28,1,3,1,4,5,1,0,1,1
0,0,404,1292,15,208,430,13,28,2,3,0,3,5,2,0,1,1
0,0,409,1332,15,213,446,13,28,4,1,0,1,7,2,0,1,1
